,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_scale_ha,Exit_scale_ha,Entry_calc_rsi(C),Exit_calc_rsi(C),Entry_calc_stoc…(calc_rsi(…),Exit_calc_stoc…(calc_rsi(…),Entry_butterwor…(calc_stoc…),Exit_butterwor…(calc_stoc…),Entry_calc_k(butterwor…),Exit_calc_k(butterwor…),Entry_calc_d(calc_k(bu…),Exit_calc_d(calc_k(bu…),Entry_λ(calc_k(bu…),Exit_λ(calc_k(bu…),Entry_λ(calc_d(ca…),Exit_λ(calc_d(ca…)
0,23697,3,45,2.108891487121582,2.287550687789917,,,4233.687078237534,0.08471711406649285,2025-06-15 15:00:00-07:00,2025-06-16 12:00:00-07:00,0 days 21:00:00,,0.9019127718750621,0.9784504833073449,,67.34407066944243,0.0,,6.674374486032727e-05,,1.4120253983001104e-05,,-7.564247090178377e-06,,-39.99887037968136,,-40.00060513976722,
1,25855,127,179,2.0126960277557373,2.2331302165985107,,,5699.325952529907,0.10952184820902611,2025-06-18 05:00:00-07:00,2025-06-19 07:00:00-07:00,1 days 02:00:00,,0.8140040028791212,0.9566502555344322,36.29541941012644,52.325709177696446,0.2764849499181793,0.23740196502763197,0.1965339160672652,0.06323339208188476,0.2712017882338673,0.06563909720618934,0.5237951335097271,0.05506670408249399,-18.303856941290615,-34.748872223504854,1.903610680778165,-35.59466367340048
2,29927,351,429,1.8321763277053833,2.0378007888793945,,,6153.723249554634,0.11222962444424511,2025-06-22 21:00:00-07:00,2025-06-24 12:00:00-07:00,1 days 15:00:00,,0.013911779056035405,0.5044755525452366,55.20130251047722,50.61585228120503,0.9562900853677407,0.2885543127055379,0.8515100149717196,0.44129976326488757,0.8562199617595605,0.3002194009749284,0.9109477760831138,0.1546975034017694,28.497596940764836,-15.98244792200573,32.87582208664911,-27.624199727858446
3,29887,541,674,1.9355981349945068,2.139357805252075,,,6089.765264987946,0.10526961489252873,2025-06-26 20:00:00-07:00,2025-06-29 14:30:00-07:00,2 days 18:30:00,,0.4713307693919847,0.9210330381432775,50.752904143491975,62.49714302559332,1.0,0.6469763842847582,0.9251196093208445,0.6802826482188855,0.5409676204877228,0.32074723590918425,0.46313177049879845,0.18290326930418394,3.277409639017826,-14.34022112726526,-2.9494583600961235,-25.367738455665286
4,28583,690,693,2.12819766998291,2.1044325828552246,,,-679.277485370636,-0.011166766820055907,2025-06-29 22:30:00-07:00,2025-06-30 00:00:00-07:00,0 days 01:30:00,,0.8531312472346599,0.8499347846829955,45.08409960352293,41.77215897455928,0.0838022553056989,0.16327374681535503,0.05623311965864259,0.09319882512542492,0.03928464451037624,0.03669033251598437,0.31270658064491086,0.15062026669775283,-36.8572284391699,-37.06477339872125,-14.983473548407133,-27.950378664179773
5,29775,782,854,2.0295753479003906,2.1684341430664062,,,4134.520626068115,0.06841765954127599,2025-07-01 20:30:00-07:00,2025-07-03 08:30:00-07:00,1 days 12:00:00,,0.4485651875580364,0.868262744452047,40.74829836002422,39.19278570706873,0.6660379494559575,0.0,0.8039696134380552,0.029725094088683165,0.8103399744759434,0.05747380341055908,0.7632943996215894,0.19489752888186213,24.827197958075473,-35.40209572715527,21.06355196972715,-24.40819768945103
6,30291,930,1032,2.061163902282715,2.2080271244049072,,,4448.6338613033295,0.07125256849275452,2025-07-04 22:30:00-07:00,2025-07-07 01:30:00-07:00,2 days 03:00:00,,0.1499995942322107,0.8604043434383933,48.37230669386174,59.070556345690925,0.7368845450609426,0.6179167797133511,0.7908602586972138,0.4164438282384105,0.7964420440425015,0.5912888453673018,0.8565435413562357,0.570376927829294,23.71536352340012,7.303107629384144,28.523483308498854,5.630154226343514
7,30436,1072,1164,2.122281312942505,2.4853453636169434,,,11050.21744632721,0.17107253805625633,2025-07-07 21:30:00-07:00,2025-07-09 19:30:00-07:00,1 days 22:00:00,,0.6975859674064533,0.9428888277546276,44.64618867537871,55.21598734746192,0.5360803957984559,0.2897444252862885,0.591803813480283,0.16641791321292568,0.4964604917812725,0.15189088744675622,0.444988854990038,0.2455919909300127,-0.2831606574982004,-27.848729004259503,-4.40089160079696,-20.352640725598985
8,28535,1171,1232,2.4547324180603027,2.8053019046783447,,,10003.500300645828,0.14281372749175536,2025-07-09 23:00:00-07:00,2025-07-11 05:30:00-07:00,1 days 06:30:00,,0.9453410979868366,0.9334932898679255,46.43892012381079,66.47557239577753,0.0,0.5590341476705762,0.0848458443983778,0.6633845329105874,0.11061097313776452,0.661393879240036,0.13978644157190653,0.4286494641370312,-31.15112214897884,12.911510339202877,-28.817084674247475,-5.708042869037506
9,28410,1294,1369,2.638871908187866,2.898533582687378,,,7376.988172531128,0.09839874140682459,2025-07-12 12:30:00-07:00,2025-07-14 02:00:00-07:00,1 days 13:30:00,,0.7432900235001861,0.9268700914268783,52.356481158958566,58.79236602900263,1.0,0.5097416905170773,0.8949559973099466,0.36612938570836523,0.662772349849097,0.5359201292923739,0.36994742073611314,0.7718741122150032,13.021787987927766,2.873610343389913,-10.40420634111095,21.749928977200256
10,28685,1405,1406,2.739337205886841,2.6992874145507812,,,-1148.8282644748688,-0.014620248741189057,2025-07-14 20:00:00-07:00,2025-07-14 20:30:00-07:00,0 days 00:30:00,,0.8053560704151678,0.8062606987547057,35.323095246864966,36.93279598767786,0.0,0.11219632962514257,0.2560308017238886,0.3567224633501045,0.30822042731888105,0.296363140860254,0.4010886457047197,0.3873241774503201,-15.342365814489515,-16.29094873117968,-7.912908343622426,-9.01406580397439
11,28775,1407,1454,2.708101511001587,2.8461289405822754,,,3971.739286184311,0.05096833668160361,2025-07-14 21:00:00-07:00,2025-07-15 20:30:00-07:00,0 days 23:30:00,,0.809626495112524,0.8752508450222243,44.975771729425595,47.88360777324128,0.6727926781317891,0.1348567264972193,0.4826392036959435,0.151779623656103,0.3010296917911722,0.4502415692479431,0.3733491396096375,0.3769886764864248,-15.917624656706224,-3.9806744601645505,-10.132068831228999,-9.840905881086016
12,27852,1456,1494,2.8662474155426025,2.960526943206787,,,2625.8734045028687,0.032893017941487246,2025-07-15 21:30:00-07:00,2025-07-16 16:30:00-07:00,0 days 19:00:00,,0.8750205240157387,0.8888052094579462,49.6216669828886,52.09420420264298,0.245423714696519,0.31233062887868146,0.24483169506493416,0.32400005129146375,0.3598870580528251,0.5991940906787117,0.4168939576102398,0.7229964857267206,-11.209035355773992,7.935527254296929,-6.648483391180818,17.839718858137644
13,28204,1502,1503,2.874103307723999,2.886535406112671,,,350.63490295410156,0.004325557246067424,2025-07-16 20:30:00-07:00,2025-07-16 21:00:00-07:00,0 days 00:30:00,,0.8841666276851825,0.8821922192463362,39.93076360276539,42.59695945912007,0.0426108115630248,0.1522845965637928,0.11545450591880621,0.16931287070019163,0.16170779766456145,0.1445203331544201,0.38873474005075936,0.3374214177125528,-27.063376186835086,-28.438373347646394,-8.901220795939253,-13.006286582995777
14,28398,1529,1557,2.857748508453369,3.0424089431762695,,,5243.987025260925,0.06461745467687763,2025-07-17 10:00:00-07:00,2025-07-18 00:00:00-07:00,0 days 14:00:00,,0.8063412251469885,0.7584524272563475,41.07246023230064,57.83761594098222,0.15291086781644847,0.4229089105379175,0.12756603077747006,0.4520814528366366,0.22229342199265123,0.8090094158929578,0.45621241015810654,0.8655591466521262,-22.216526240587903,24.72075327143662,-3.5030071873514785,29.244731732170095
15,30392,1618,1766,2.7537522315979004,3.358745574951172,,,18386.957691192627,0.21969781319149995,2025-07-19 06:30:00-07:00,2025-07-22 08:30:00-07:00,3 days 02:00:00,,0.03645956484923,0.9073242301038744,40.028841246818466,50.78773947540422,0.17240504805969337,0.47251121209330255,0.2380330963095862,0.5536342960316905,0.29185201284133166,0.45770124004310986,0.4333020198160213,0.30098528372393807,-16.65183897269347,-3.3839007965512096,-5.335838414718296,-15.921177302084956
16,28316,1775,1776,3.2768518924713135,3.309788227081299,,,932.6252508163452,0.010051212471841486,2025-07-22 13:00:00-07:00,2025-07-22 13:30:00-07:00,0 days 00:30:00,,0.9107913667630742,0.9103866934672834,50.43300806057504,54.92417947052764,0.2986690751335131,0.655080208147223,0.4286286227924957,0.4888834403789353,0.45688953496093543,0.45006855527800105,0.48938942369437993,0.4886261552178691,-3.4488372031251657,-3.9945155777599126,-0.8488461044496063,-0.9099075825704688
17,27795,1778,1787,3.351724147796631,3.4114043712615967,,,1658.811811208725,0.017805827936108187,2025-07-22 14:30:00-07:00,2025-07-22 19:00:00-07:00,0 days 04:30:00,,0.9143450846477721,0.8834029269921999,54.954036425250365,60.668965195944146,0.6574496013610922,0.8960610340637971,0.6560382140949946,0.5956823816421114,0.47072683710263175,0.7852496118474757,0.48290308987106145,0.6557451848891878,-2.341853031789462,22.819968947798053,-1.367752810315082,12.459614791135024
18,32492,1845,1854,2.889835834503174,3.0058677196502686,,,3770.108012199402,0.04015172203269568,2025-07-24 00:00:00-07:00,2025-07-24 04:30:00-07:00,0 days 04:30:00,,0.47574651719912997,0.4850381079489175,32.64173636031215,48.52714567615014,0.1810591350965539,0.7755918345403421,0.1657299318129273,0.6563670473435165,0.31459099021978665,0.4790542331231616,0.6877525577225176,0.31077938893080925,-14.83272078241707,-1.6756613501470738,15.020204617801411,-15.13764888553526
19,33473,1912,1972,2.8585946559906006,3.060488700866699,,,6757.9993641376495,0.07062702802336807,2025-07-25 09:30:00-07:00,2025-07-26 15:30:00-07:00,1 days 06:00:00,,0.10583216749604456,0.3273341204374704,42.482677324933285,45.30547002038589,0.371068320161419,0.057223297308490406,0.2856554075206072,0.09238822441753002,0.38882543153274396,0.08210266943700392,0.6922526556443536,0.08311265223820308,-8.893965477380483,-33.431786445039684,15.380212451548289,-33.35098782094376
20,32420,1995,2046,3.0525572299957275,3.322692394256592,,,8757.78202533722,0.08849470915938973,2025-07-27 03:00:00-07:00,2025-07-28 04:30:00-07:00,1 days 01:30:00,,0.340142934077284,0.8428467496770252,48.75945898073348,55.91734682949387,0.32084828384266706,0.07599674454950753,0.4404684374207302,0.06643722792845289,0.5527592575580466,0.3216680906626188,0.7579878452958749,0.6237000146662539,4.220740604643723,-14.266552746990495,20.639027623669996,9.896001173300313
21,35623,2161,2188,2.8980016708374023,3.0493712425231934,,,5392.238252162933,0.0522323962781055,2025-07-30 14:00:00-07:00,2025-07-31 03:30:00-07:00,0 days 13:30:00,,0.01051323868745943,0.007886113634246697,41.8431690663712,60.95717263825486,0.6886027246710955,0.4941809573641132,0.6968408930969004,0.46200526100858763,0.7456102783280757,0.8457090131436366,0.7519043991270319,0.9430216428206709,19.648822266246057,27.65672105149092,20.152351930162553,35.44173142565367
22,41907,2324,2326,2.5252580642700195,2.541926383972168,,,698.5192737579346,0.006600640123870516,2025-08-02 23:30:00-07:00,2025-08-03 00:30:00-07:00,0 days 01:00:00,,0.0,0.0,50.45331091618771,55.38633471460605,0.8190343176468273,1.0,0.9142154762514372,0.998881880690707,0.9314399478211857,0.9289735009005885,0.935470735810877,0.9411690318361519,34.51519582569486,34.317880072047075,34.837658864870164,35.29352254689215
